seg_idx,query_text,video_id,start_frame,end_frame,total_frames
15,Strange women lying in ponds distributing swords is no basis for a system of government!,video_02,1500,1600,10000
16,Your mother was a hamster!,video_02,1600,1700,10000
17,You must cut down the mightiest tree in the forest with... a herring!,video_02,1700,1800,10000
18,This parrot is no more!,video_02,1800,1900,10000
19,The Castle Aaargh!,video_02,1900,2000,10000
20,It's just a flesh wound.,video_02,2000,2100,10000
21,We want a shrubbery!,video_02,2100,2200,10000
22,Nobody expects the Spanish Inquisition!,video_02,2200,2300,10000
23,The Castle Aaargh!,video_02,2300,2400,10000
24,We want a shrubbery!,video_02,2400,2500,10000
25,It is a silly place.,video_02,2500,2600,10000
26,We want a shrubbery!,video_02,2600,2700,10000
27,Bring out your dead!,video_02,2700,2800,10000
28,The Castle Aaargh!,video_02,2800,2900,10000
29,Strange women lying in ponds distributing swords is no basis for a system of government!,video_02,2900,3000,10000
30,I'm not dead yet!,video_02,3000,3100,10000
31,Your mother was a hamster!,video_02,3100,3200,10000
32,Bring out your dead!,video_02,3200,3300,10000
33,I fart in your general direction!,video_02,3300,3400,10000
34,Now go away or I shall taunt you a second time!,video_02,3400,3500,10000
35,Nobody expects the Spanish Inquisition!,video_02,3500,3600,10000
36,It is a silly place.,video_02,3600,3700,10000
37,Your mother was a hamster!,video_02,3700,3800,10000
38,You must cut down the mightiest tree in the forest with... a herring!,video_02,3800,3900,10000
39,I'm not dead yet!,video_02,3900,4000,10000
40,I fart in your general direction!,video_02,4000,4100,10000
41,We want a shrubbery!,video_02,4100,4200,10000
42,We want a shrubbery!,video_02,4200,4300,10000
43,We want a shrubbery!,video_02,4300,4400,10000
44,Nobody expects the Spanish Inquisition!,video_02,4400,4500,10000
45,Strange women lying in ponds distributing swords is no basis for a system of government!,video_02,4500,4600,10000
46,You must cut down the mightiest tree in the forest with... a herring!,video_02,4600,4700,10000
47,Always look on the bright side of life.,video_02,4700,4800,10000
48,I fart in your general direction!,video_02,4800,4900,10000
49,I'm not dead yet!,video_02,4900,5000,10000
50,Your mother was a hamster!,video_02,5000,5100,10000
51,We are the knights who say... Ni!,video_02,5100,5200,10000
52,Bring out your dead!,video_02,5200,5300,10000
53,Bring out your dead!,video_02,5300,5400,10000
54,Bring out your dead!,video_02,5400,5500,10000
55,Always look on the bright side of life.,video_02,5500,5600,10000
56,I'm not dead yet!,video_02,5600,5700,10000
57,Bring out your dead!,video_02,5700,5800,10000
58,Bring out your dead!,video_02,5800,5900,10000
59,I fart in your general direction!,video_02,5900,6000,10000
60,This parrot is no more!,video_02,6000,6100,10000
61,Always look on the bright side of life.,video_02,6100,6200,10000
62,Bring out your dead!,video_02,6200,6300,10000
63,The Castle Aaargh!,video_02,6300,6400,10000
64,It's just a flesh wound.,video_02,6400,6500,10000
65,I'm not dead yet!,video_02,6500,6600,10000
66,What is the airspeed velocity of an unladen swallow?,video_02,6600,6700,10000
67,We want a shrubbery!,video_02,6700,6800,10000
68,The Castle Aaargh!,video_02,6800,6900,10000
69,You must cut down the mightiest tree in the forest with... a herring!,video_02,6900,7000,10000
70,This parrot is no more!,video_02,7000,7100,10000
71,Your mother was a hamster!,video_02,7100,7200,10000
72,Always look on the bright side of life.,video_02,7200,7300,10000
73,This parrot is no more!,video_02,7300,7400,10000
74,It's just a flesh wound.,video_02,7400,7500,10000
75,This parrot is no more!,video_02,7500,7600,10000
76,Now go away or I shall taunt you a second time!,video_02,7600,7700,10000
77,It is a silly place.,video_02,7700,7800,10000
78,I'm not dead yet!,video_02,7800,7900,10000
79,It is a silly place.,video_02,7900,8000,10000
80,Nobody expects the Spanish Inquisition!,video_02,8000,8100,10000
81,Bring out your dead!,video_02,8100,8200,10000
82,It is a silly place.,video_02,8200,8300,10000
83,Your mother was a hamster!,video_02,8300,8400,10000
84,Bring out your dead!,video_02,8400,8500,10000
85,I fart in your general direction!,video_02,8500,8600,10000
86,This parrot is no more!,video_02,8600,8700,10000
87,This parrot is no more!,video_02,8700,8800,10000
88,I'm not dead yet!,video_02,8800,8900,10000
89,We want a shrubbery!,video_02,8900,9000,10000
90,Nobody expects the Spanish Inquisition!,video_02,9000,9100,10000
91,We are the knights who say... Ni!,video_02,9100,9200,10000
92,I'm not dead yet!,video_02,9200,9300,10000
93,Bring out your dead!,video_02,9300,9400,10000
94,Your mother was a hamster!,video_02,9400,9500,10000
95,I'm not dead yet!,video_02,9500,9600,10000
96,What is the airspeed velocity of an unladen swallow?,video_02,9600,9700,10000
97,What is the airspeed velocity of an unladen swallow?,video_02,9700,9800,10000
98,We are the knights who say... Ni!,video_02,9800,9900,10000
99,You must cut down the mightiest tree in the forest with... a herring!,video_02,9900,10000,10000
0,It is a silly place.,video_03,0,100,10000
1,The Castle Aaargh!,video_03,100,200,10000
2,Always look on the bright side of life.,video_03,200,300,10000
3,Your mother was a hamster!,video_03,300,400,10000
4,It is a silly place.,video_03,400,500,10000
5,I'm not dead yet!,video_03,500,600,10000
6,The Castle Aaargh!,video_03,600,700,10000
7,We want a shrubbery!,video_03,700,800,10000
8,Nobody expects the Spanish Inquisition!,video_03,800,900,10000
9,What is the airspeed velocity of an unladen swallow?,video_03,900,1000,10000
10,I'm not dead yet!,video_03,1000,1100,10000
11,Always look on the bright side of life.,video_03,1100,1200,10000
12,Strange women lying in ponds distributing swords is no basis for a system of government!,video_03,1200,1300,10000
13,I'm not dead yet!,video_03,1300,1400,10000
14,You must cut down the mightiest tree in the forest with... a herring!,video_03,1400,1500,10000
15,Strange women lying in ponds distributing swords is no basis for a system of government!,video_03,1500,1600,10000
16,Your mother was a hamster!,video_03,1600,1700,10000
17,You must cut down the mightiest tree in the forest with... a herring!,video_03,1700,1800,10000
18,This parrot is no more!,video_03,1800,1900,10000
19,The Castle Aaargh!,video_03,1900,2000,10000
20,It's just a flesh wound.,video_03,2000,2100,10000
21,We want a shrubbery!,video_03,2100,2200,10000
22,Nobody expects the Spanish Inquisition!,video_03,2200,2300,10000
23,The Castle Aaargh!,video_03,2300,2400,10000
24,We want a shrubbery!,video_03,2400,2500,10000
25,It is a silly place.,video_03,2500,2600,10000
26,We want a shrubbery!,video_03,2600,2700,10000
27,Bring out your dead!,video_03,2700,2800,10000
28,The Castle Aaargh!,video_03,2800,2900,10000
29,Strange women lying in ponds distributing swords is no basis for a system of government!,video_03,2900,3000,10000
30,I'm not dead yet!,video_03,3000,3100,10000
31,Your mother was a hamster!,video_03,3100,3200,10000
32,Bring out your dead!,video_03,3200,3300,10000
33,I fart in your general direction!,video_03,3300,3400,10000
34,Now go away or I shall taunt you a second time!,video_03,3400,3500,10000
35,Nobody expects the Spanish Inquisition!,video_03,3500,3600,10000
36,It is a silly place.,video_03,3600,3700,10000
37,Your mother was a hamster!,video_03,3700,3800,10000
38,You must cut down the mightiest tree in the forest with... a herring!,video_03,3800,3900,10000
39,I'm not dead yet!,video_03,3900,4000,10000
40,I fart in your general direction!,video_03,4000,4100,10000
41,We want a shrubbery!,video_03,4100,4200,10000
42,We want a shrubbery!,video_03,4200,4300,10000
43,We want a shrubbery!,video_03,4300,4400,10000
44,Nobody expects the Spanish Inquisition!,video_03,4400,4500,10000
45,Strange women lying in ponds distributing swords is no basis for a system of government!,video_03,4500,4600,10000
46,You must cut down the mightiest tree in the forest with... a herring!,video_03,4600,4700,10000
47,Always look on the bright side of life.,video_03,4700,4800,10000
48,I fart in your general direction!,video_03,4800,4900,10000
49,I'm not dead yet!,video_03,4900,5000,10000
50,Your mother was a hamster!,video_03,5000,5100,10000
51,We are the knights who say... Ni!,video_03,5100,5200,10000
52,Bring out your dead!,video_03,5200,5300,10000
53,Bring out your dead!,video_03,5300,5400,10000
54,Bring out your dead!,video_03,5400,5500,10000
55,Always look on the bright side of life.,video_03,5500,5600,10000
56,I'm not dead yet!,video_03,5600,5700,10000
57,Bring out your dead!,video_03,5700,5800,10000
58,Bring out your dead!,video_03,5800,5900,10000
59,I fart in your general direction!,video_03,5900,6000,10000
60,This parrot is no more!,video_03,6000,6100,10000
61,Always look on the bright side of life.,video_03,6100,6200,10000
62,Bring out your dead!,video_03,6200,6300,10000
63,The Castle Aaargh!,video_03,6300,6400,10000
64,It's just a flesh wound.,video_03,6400,6500,10000
65,I'm not dead yet!,video_03,6500,6600,10000
66,What is the airspeed velocity of an unladen swallow?,video_03,6600,6700,10000
67,We want a shrubbery!,video_03,6700,6800,10000
68,The Castle Aaargh!,video_03,6800,6900,10000
69,You must cut down the mightiest tree in the forest with... a herring!,video_03,6900,7000,10000
70,This parrot is no more!,video_03,7000,7100,10000
71,Your mother was a hamster!,video_03,7100,7200,10000
72,Always look on the bright side of life.,video_03,7200,7300,10000
73,This parrot is no more!,video_03,7300,7400,10000
74,It's just a flesh wound.,video_03,7400,7500,10000
75,This parrot is no more!,video_03,7500,7600,10000
76,Now go away or I shall taunt you a second time!,video_03,7600,7700,10000
77,It is a silly place.,video_03,7700,7800,10000
78,I'm not dead yet!,video_03,7800,7900,10000
79,It is a silly place.,video_03,7900,8000,10000
80,Nobody expects the Spanish Inquisition!,video_03,8000,8100,10000
81,Bring out your dead!,video_03,8100,8200,10000
82,It is a silly place.,video_03,8200,8300,10000
83,Your mother was a hamster!,video_03,8300,8400,10000
84,Bring out your dead!,video_03,8400,8500,10000
85,I fart in your general direction!,video_03,8500,8600,10000
86,This parrot is no more!,video_03,8600,8700,10000
87,This parrot is no more!,video_03,8700,8800,10000
88,I'm not dead yet!,video_03,8800,8900,10000
89,We want a shrubbery!,video_03,8900,9000,10000
90,Nobody expects the Spanish Inquisition!,video_03,9000,9100,10000
91,We are the knights who say... Ni!,video_03,9100,9200,10000
92,I'm not dead yet!,video_03,9200,9300,10000
93,Bring out your dead!,video_03,9300,9400,10000
94,Your mother was a hamster!,video_03,9400,9500,10000
95,I'm not dead yet!,video_03,9500,9600,10000
96,What is the airspeed velocity of an unladen swallow?,video_03,9600,9700,10000
97,What is the airspeed velocity of an unladen swallow?,video_03,9700,9800,10000
98,We are the knights who say... Ni!,video_03,9800,9900,10000
99,You must cut down the mightiest tree in the forest with... a herring!,video_03,9900,10000,10000
0,It is a silly place.,video_04,0,100,10000
1,The Castle Aaargh!,video_04,100,200,10000
2,Always look on the bright side of life.,video_04,200,300,10000
3,Your mother was a hamster!,video_04,300,400,10000
4,It is a silly place.,video_04,400,500,10000
5,I'm not dead yet!,video_04,500,600,10000
6,The Castle Aaargh!,video_04,600,700,10000
7,We want a shrubbery!,video_04,700,800,10000
8,Nobody expects the Spanish Inquisition!,video_04,800,900,10000
9,What is the airspeed velocity of an unladen swallow?,video_04,900,1000,10000
10,I'm not dead yet!,video_04,1000,1100,10000
11,Always look on the bright side of life.,video_04,1100,1200,10000
12,Strange women lying in ponds distributing swords is no basis for a system of government!,video_04,1200,1300,10000
13,I'm not dead yet!,video_04,1300,1400,10000
14,You must cut down the mightiest tree in the forest with... a herring!,video_04,1400,1500,10000
15,Strange women lying in ponds distributing swords is no basis for a system of government!,video_04,1500,1600,10000
16,Your mother was a hamster!,video_04,1600,1700,10000
17,You must cut down the mightiest tree in the forest with... a herring!,video_04,1700,1800,10000
18,This parrot is no more!,video_04,1800,1900,10000
19,The Castle Aaargh!,video_04,1900,2000,10000
20,It's just a flesh wound.,video_04,2000,2100,10000
21,We want a shrubbery!,video_04,2100,2200,10000
22,Nobody expects the Spanish Inquisition!,video_04,2200,2300,10000
23,The Castle Aaargh!,video_04,2300,2400,10000
24,We want a shrubbery!,video_04,2400,2500,10000
25,It is a silly place.,video_04,2500,2600,10000
26,We want a shrubbery!,video_04,2600,2700,10000
27,Bring out your dead!,video_04,2700,2800,10000
28,The Castle Aaargh!,video_04,2800,2900,10000
29,Strange women lying in ponds distributing swords is no basis for a system of government!,video_04,2900,3000,10000
30,I'm not dead yet!,video_04,3000,3100,10000
31,Your mother was a hamster!,video_04,3100,3200,10000
32,Bring out your dead!,video_04,3200,3300,10000
33,I fart in your general direction!,video_04,3300,3400,10000
34,Now go away or I shall taunt you a second time!,video_04,3400,3500,10000
35,Nobody expects the Spanish Inquisition!,video_04,3500,3600,10000
36,It is a silly place.,video_04,3600,3700,10000
37,Your mother was a hamster!,video_04,3700,3800,10000
38,You must cut down the mightiest tree in the forest with... a herring!,video_04,3800,3900,10000
39,I'm not dead yet!,video_04,3900,4000,10000
40,I fart in your general direction!,video_04,4000,4100,10000
41,We want a shrubbery!,video_04,4100,4200,10000
42,We want a shrubbery!,video_04,4200,4300,10000
43,We want a shrubbery!,video_04,4300,4400,10000
44,Nobody expects the Spanish Inquisition!,video_04,4400,4500,10000
45,Strange women lying in ponds distributing swords is no basis for a system of government!,video_04,4500,4600,10000
46,You must cut down the mightiest tree in the forest with... a herring!,video_04,4600,4700,10000
47,Always look on the bright side of life.,video_04,4700,4800,10000
48,I fart in your general direction!,video_04,4800,4900,10000
49,I'm not dead yet!,video_04,4900,5000,10000
50,Your mother was a hamster!,video_04,5000,5100,10000
51,We are the knights who say... Ni!,video_04,5100,5200,10000
52,Bring out your dead!,video_04,5200,5300,10000
53,Bring out your dead!,video_04,5300,5400,10000
54,Bring out your dead!,video_04,5400,5500,10000
55,Always look on the bright side of life.,video_04,5500,5600,10000
56,I'm not dead yet!,video_04,5600,5700,10000
57,Bring out your dead!,video_04,5700,5800,10000
58,Bring out your dead!,video_04,5800,5900,10000
59,I fart in your general direction!,video_04,5900,6000,10000
60,This parrot is no more!,video_04,6000,6100,10000
61,Always look on the bright side of life.,video_04,6100,6200,10000
62,Bring out your dead!,video_04,6200,6300,10000
63,The Castle Aaargh!,video_04,6300,6400,10000
64,It's just a flesh wound.,video_04,6400,6500,10000
65,I'm not dead yet!,video_04,6500,6600,10000
66,What is the airspeed velocity of an unladen swallow?,video_04,6600,6700,10000
67,We want a shrubbery!,video_04,6700,6800,10000
68,The Castle Aaargh!,video_04,6800,6900,10000
69,You must cut down the mightiest tree in the forest with... a herring!,video_04,6900,7000,10000
70,This parrot is no more!,video_04,7000,7100,10000
71,Your mother was a hamster!,video_04,7100,7200,10000
72,Always look on the bright side of life.,video_04,7200,7300,10000
73,This parrot is no more!,video_04,7300,7400,10000
74,It's just a flesh wound.,video_04,7400,7500,10000
75,This parrot is no more!,video_04,7500,7600,10000
76,Now go away or I shall taunt you a second time!,video_04,7600,7700,10000
77,It is a silly place.,video_04,7700,7800,10000
78,I'm not dead yet!,video_04,7800,7900,10000
79,It is a silly place.,video_04,7900,8000,10000
80,Nobody expects the Spanish Inquisition!,video_04,8000,8100,10000
81,Bring out your dead!,video_04,8100,8200,10000
82,It is a silly place.,video_04,8200,8300,10000
83,Your mother was a hamster!,video_04,8300,8400,10000
84,Bring out your dead!,video_04,8400,8500,10000
85,I fart in your general direction!,video_04,8500,8600,10000
86,This parrot is no more!,video_04,8600,8700,10000
87,This parrot is no more!,video_04,8700,8800,10000
88,I'm not dead yet!,video_04,8800,8900,10000
89,We want a shrubbery!,video_04,8900,9000,10000
90,Nobody expects the Spanish Inquisition!,video_04,9000,9100,10000
91,We are the knights who say... Ni!,video_04,9100,9200,10000
92,I'm not dead yet!,video_04,9200,9300,10000
93,Bring out your dead!,video_04,9300,9400,10000
94,Your mother was a hamster!,video_04,9400,9500,10000
95,I'm not dead yet!,video_04,9500,9600,10000
96,What is the airspeed velocity of an unladen swallow?,video_04,9600,9700,10000
97,What is the airspeed velocity of an unladen swallow?,video_04,9700,9800,10000
98,We are the knights who say... Ni!,video_04,9800,9900,10000
99,You must cut down the mightiest tree in the forest with... a herring!,video_04,9900,10000,10000
0,It is a silly place.,video_05,0,100,10000
1,The Castle Aaargh!,video_05,100,200,10000
2,Always look on the bright side of life.,video_05,200,300,10000
3,Your mother was a hamster!,video_05,300,400,10000
4,It is a silly place.,video_05,400,500,10000
5,I'm not dead yet!,video_05,500,600,10000
6,The Castle Aaargh!,video_05,600,700,10000
7,We want a shrubbery!,video_05,700,800,10000
8,Nobody expects the Spanish Inquisition!,video_05,800,900,10000
9,What is the airspeed velocity of an unladen swallow?,video_05,900,1000,10000
10,I'm not dead yet!,video_05,1000,1100,10000
11,Always look on the bright side of life.,video_05,1100,1200,10000
12,Strange women lying in ponds distributing swords is no basis for a system of government!,video_05,1200,1300,10000
13,I'm not dead yet!,video_05,1300,1400,10000
14,You must cut down the mightiest tree in the forest with... a herring!,video_05,1400,1500,10000
15,Strange women lying in ponds distributing swords is no basis for a system of government!,video_05,1500,1600,10000
16,Your mother was a hamster!,video_05,1600,1700,10000
17,You must cut down the mightiest tree in the forest with... a herring!,video_05,1700,1800,10000
18,This parrot is no more!,video_05,1800,1900,10000
19,The Castle Aaargh!,video_05,1900,2000,10000
20,It's just a flesh wound.,video_05,2000,2100,10000
21,We want a shrubbery!,video_05,2100,2200,10000
22,Nobody expects the Spanish Inquisition!,video_05,2200,2300,10000
23,The Castle Aaargh!,video_05,2300,2400,10000
24,We want a shrubbery!,video_05,2400,2500,10000
25,It is a silly place.,video_05,2500,2600,10000
26,We want a shrubbery!,video_05,2600,2700,10000
27,Bring out your dead!,video_05,2700,2800,10000
28,The Castle Aaargh!,video_05,2800,2900,10000
29,Strange women lying in ponds distributing swords is no basis for a system of government!,video_05,2900,3000,10000
30,I'm not dead yet!,video_05,3000,3100,10000
31,Your mother was a hamster!,video_05,3100,3200,10000
32,Bring out your dead!,video_05,3200,3300,10000
33,I fart in your general direction!,video_05,3300,3400,10000
34,Now go away or I shall taunt you a second time!,video_05,3400,3500,10000
35,Nobody expects the Spanish Inquisition!,video_05,3500,3600,10000
36,It is a silly place.,video_05,3600,3700,10000
37,Your mother was a hamster!,video_05,3700,3800,10000
38,You must cut down the mightiest tree in the forest with... a herring!,video_05,3800,3900,10000
39,I'm not dead yet!,video_05,3900,4000,10000
40,I fart in your general direction!,video_05,4000,4100,10000
41,We want a shrubbery!,video_05,4100,4200,10000
42,We want a shrubbery!,video_05,4200,4300,10000
43,We want a shrubbery!,video_05,4300,4400,10000
44,Nobody expects the Spanish Inquisition!,video_05,4400,4500,10000
45,Strange women lying in ponds distributing swords is no basis for a system of government!,video_05,4500,4600,10000
46,You must cut down the mightiest tree in the forest with... a herring!,video_05,4600,4700,10000
47,Always look on the bright side of life.,video_05,4700,4800,10000
48,I fart in your general direction!,video_05,4800,4900,10000
49,I'm not dead yet!,video_05,4900,5000,10000
50,Your mother was a hamster!,video_05,5000,5100,10000
51,We are the knights who say... Ni!,video_05,5100,5200,10000
52,Bring out your dead!,video_05,5200,5300,10000
53,Bring out your dead!,video_05,5300,5400,10000
54,Bring out your dead!,video_05,5400,5500,10000
55,Always look on the bright side of life.,video_05,5500,5600,10000
56,I'm not dead yet!,video_05,5600,5700,10000
57,Bring out your dead!,video_05,5700,5800,10000
58,Bring out your dead!,video_05,5800,5900,10000
59,I fart in your general direction!,video_05,5900,6000,10000
60,This parrot is no more!,video_05,6000,6100,10000
61,Always look on the bright side of life.,video_05,6100,6200,10000
62,Bring out your dead!,video_05,6200,6300,10000
63,The Castle Aaargh!,video_05,6300,6400,10000
64,It's just a flesh wound.,video_05,6400,6500,10000
65,I'm not dead yet!,video_05,6500,6600,10000
66,What is the airspeed velocity of an unladen swallow?,video_05,6600,6700,10000
67,We want a shrubbery!,video_05,6700,6800,10000
68,The Castle Aaargh!,video_05,6800,6900,10000
69,You must cut down the mightiest tree in the forest with... a herring!,video_05,6900,7000,10000
70,This parrot is no more!,video_05,7000,7100,10000
71,Your mother was a hamster!,video_05,7100,7200,10000
72,Always look on the bright side of life.,video_05,7200,7300,10000
73,This parrot is no more!,video_05,7300,7400,10000
74,It's just a flesh wound.,video_05,7400,7500,10000
75,This parrot is no more!,video_05,7500,7600,10000
76,Now go away or I shall taunt you a second time!,video_05,7600,7700,10000
77,It is a silly place.,video_05,7700,7800,10000
78,I'm not dead yet!,video_05,7800,7900,10000
79,It is a silly place.,video_05,7900,8000,10000
80,Nobody expects the Spanish Inquisition!,video_05,8000,8100,10000
81,Bring out your dead!,video_05,8100,8200,10000
82,It is a silly place.,video_05,8200,8300,10000
83,Your mother was a hamster!,video_05,8300,8400,10000
84,Bring out your dead!,video_05,8400,8500,10000
85,I fart in your general direction!,video_05,8500,8600,10000
86,This parrot is no more!,video_05,8600,8700,10000
87,This parrot is no more!,video_05,8700,8800,10000
88,I'm not dead yet!,video_05,8800,8900,10000
89,We want a shrubbery!,video_05,8900,9000,10000
90,Nobody expects the Spanish Inquisition!,video_05,9000,9100,10000
91,We are the knights who say... Ni!,video_05,9100,9200,10000
92,I'm not dead yet!,video_05,9200,9300,10000
93,Bring out your dead!,video_05,9300,9400,10000
94,Your mother was a hamster!,video_05,9400,9500,10000
95,I'm not dead yet!,video_05,9500,9600,10000
96,What is the airspeed velocity of an unladen swallow?,video_05,9600,9700,10000
97,What is the airspeed velocity of an unladen swallow?,video_05,9700,9800,10000
98,We are the knights who say... Ni!,video_05,9800,9900,10000
99,You must cut down the mightiest tree in the forest with... a herring!,video_05,9900,10000,10000
0,It is a silly place.,video_06,0,100,10000
1,The Castle Aaargh!,video_06,100,200,10000
2,Always look on the bright side of life.,video_06,200,300,10000
3,Your mother was a hamster!,video_06,300,400,10000
4,It is a silly place.,video_06,400,500,10000
5,I'm not dead yet!,video_06,500,600,10000
6,The Castle Aaargh!,video_06,600,700,10000
7,We want a shrubbery!,video_06,700,800,10000
8,Nobody expects the Spanish Inquisition!,video_06,800,900,10000
9,What is the airspeed velocity of an unladen swallow?,video_06,900,1000,10000
10,I'm not dead yet!,video_06,1000,1100,10000
